Relatív rang,Eredeti rang,Domain,Üzemeltető,Forrás (üzemeltető),Ellenőrzés dátuma (üzemeltető),Adószám,Forrás (adószám),Ellenőrzés dátuma (adószám),Statisztikai számjel,Ellenőrzés dátuma (számjel),Szakágazat kódja,Szakágazat megnevezése,Alágazat kódja,Alágazat megnevezése,Ágazat kódja,Ágazat megnevezése,Nemzetgazdasági ág kódja,Nemzetgazdasági ág megnevezése,Gazdálkodási forma kódja,Gazdálkodási forma megnevezése,Gazdálkodási forma csoportjának kódja,Gazdálkodási forma csoportjának megnevezése,Gazdálkodási forma főcsoportjának kódja,Gazdálkodási forma főcsoportjának megnevezése,Székhely szerinti vármegye kódja,Székhely szerinti vármegye megnevezése,Statisztikai régió kódja,Statisztikai régió neve,Statisztikai nagyrégió kódja,Statisztikai nagyrégió neve,Alapítás éve,Létszám,Nettó árbevétel,Lineáris trend meredeksége,Lineáris trend meredeksége (normalizált),Átlagos akadálymentességi hibaszám,Akadálymentességi hibaszám mediánja,Szórás,Relatív szórás,Minimum érték,Maximum érték,Terjedelem
573,285054,bestmarkt.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.233114446529081,-0.08004763971746207,65.375,0,69.74006224582311,1.0667695945823803,0,149,149
574,285084,kozterkep.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11969981238273922,0.0004341668929369971,275.7,274,11.500724614852174,0.041714634076358996,254,309,55
575,285204,a38.hu,Zászlóshajó,https://www.a38.hu/hu/impresszum,2026-01-05,12664423-2-43,https://www.a38.hu/hu/impresszum,2026-01-05,12664423 7330 113 01,2026-01-05,73.30,PR-tevékenység,73.3,PR-tevékenység,73,"Reklám, piackutatás, PR-tevékenység",N,"SZAKMAI, TUDOMÁNYOS, MŰSZAKI TEVÉKENYSÉG",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-1.1431519699812382,-0.020879488036187,54.75,56.5,19.52349012514583,0.3565934269433028,20,92,72
576,286717,salonic.hu,Salonic International,https://documents.salonic.hu/partner/aszf/,2026-01-05,32452499-2-41,https://documents.salonic.hu/partner/aszf/,2026-01-05,32452499 6210 114 01,2026-01-05,62.10,Számítógépes programozás,62.1,Számítógépes programozás,62,Információtechnológiai szolgáltatás,K,"TÁVKÖZLÉS, SZÁMÍTÓGÉPES PROGRAMOZÁS, INFORMÁCIÓTECHNOLÓGIAI SZAKTANÁCSADÁS, SZÁMÍTÁSTECHNIKAI INFRASTRUKTÚRA ÉS EGYÉB INFORMÁCIÓS SZOLGÁLTATÁSOK",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-2.601313320825516,-0.0534699552071022,48.65,29.5,33.941540995190614,0.6976678519052542,9,87,78
577,286788,around.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,0,0,4,4,0
579,287168,5percangol.hu,5FN Média,https://www.5percangol.hu/impresszum/,2026-01-05,28755445-2-41,https://ceginfo.hu//ceg-adatlap/5fn-media-kft-0109385645.html,2026-01-05,28755445 8559 113 01,2026-01-05,85.59,M.n.s. egyéb oktatás,85.5,Egyéb oktatás,85,Oktatás,Q,OKTATÁS,113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.7385553470919325,0.0020989139526591655,351.875,360.5,37.52140414790962,0.10663276489636837,127,371,244
580,287169,zaol.hu,Mediaworks Hungary,https://www.zaol.hu/impresszum,2026-01-05,24785725-2-44,https://videa.hu/szolgaltato_adatai,2025-07-04,24785725 5812 114 01,2025-12-21,58.12,Napilapkiadás,58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-1.426735459662289,-0.024758966762035473,57.625,69,18.30466873330128,0.3176515181483953,32,79,47
581,287420,kecskemet.hu,Kecskemét Megyei Jogú Város Önkormányzata,https://kecskemet.hu/impresszum,2026-01-05,15724540-2-03,https://ceginfo.hu//ceg-adatlap/kecskemet-megyei-jogu-varos-oenkormanyzata-0398001159.html,2026-01-05,15724540 8411 321 03,2026-01-05,84.11,Általános közigazgatás,84.1,Közigazgatás,84,"Közigazgatás, védelem, kötelező társadalombiztosítás",P,"KÖZIGAZGATÁS, VÉDELEM; KÖTELEZŐ TÁRSADALOMBIZTOSÍTÁS",321,Helyi önkormányzat,32,Helyi önkormányzati költségvetési irányító és költségvetési szervek,3,Költségvetési szervek és költségvetési rend szerint gazdálkodó szervek,03,Bács-Kiskun,70,Dél-Alföld,3,Alföld és Észak,,,,0.010412757973733583,0.00037089075596555786,28.075,28,0.26674678283691844,0.009501221116185876,28,29,1
582,287784,alfahir.hu,Kiegyensúlyozott Médiáért Alapítvány,https://alfahir.hu/impresszum,2026-01-05,18593729-1-43,https://ceginfo.hu//ceg-adatlap/kiegyensulyozott-mediaert-alapitvany-0199030275.html,2026-01-05,18593729 9499 569 01,2026-01-05,94.99,"M.n.s. egyéb közösségi, társadalmi tevékenység",94.9,"Egyéb közösségi, társadalmi tevékenység",94,Érdekképviselet,T,EGYÉB SZOLGÁLTATÁS,569,Egyéb alapítvány,56,"Alapítvány, jogi személyiségű intézménye és szervezeti egysége",5,Jogi személyiségű nonprofit szervezet,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.03048780487804878,0.009033423667570066,3.375,3,0.4902903378454601,0.14527121121346967,3,4,1
583,287853,hiros.hu,Kecskeméti Televízió Nonprofit,https://hiros.hu/,2026-01-05,14996656-2-03,https://ceginfo.hu//ceg-adatlap/kecskemeti-televizio-nonprofit-kft-0309119222.html,2026-01-05,14996656 6020 572 03,2026-01-05,60.20,"Televízióműsor összeállítása, szolgáltatása, videótartalom-terjesztés",60.2,"Televízióműsor összeállítása, szolgáltatása, videótartalom-terjesztés",60,"Műsor-összeállítás, műsorszolgáltatás, hírügynökségi és egyéb tartalomterjesztési tevékenység",J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",572,Nonprofit korlátolt felelősségű társaság,57,Nonprofit gazdasági társaság,5,Jogi személyiségű nonprofit szervezet,03,Bács-Kiskun,70,Dél-Alföld,3,Alföld és Észak,,,,-0.03189493433395872,-0.0001176500713167351,271.1,270,16.58513390559952,0.061177181503502466,236,309,73
584,289696,turistamagazin.hu,Magyar Természetjáró Szövetség,https://www.turistamagazin.hu/impresszum,2026-01-05,19001511-2-42,https://www.turistamagazin.hu/impresszum,2026-01-05,19001511 9319 516 01,2026-01-05,93.19,M.n.s. sporttevékenység,93.1,Sporttevékenység,93,"Sport-, szórakoztató, szabadidős tevékenység",S,"MŰVÉSZET, SPORT, SZABADIDŐ",516,Egyéb sportszövetség,51,"Párt, érdekképviselet, szövetség, az egyesület jogi személyiséggel rendelkező szervezeti egysége",5,Jogi személyiségű nonprofit szervezet,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.004127579737335835,-0.0000831335294528978,49.65,50,0.9486832980505141,0.019107417886213778,47,51,4
585,289958,ludwigmuseum.hu,Ludwig Múzeum,https://www.ludwigmuseum.hu/system/files/page/attachments/2025-07/Ludwig%20M%C3%BAzeum%20Alap%C3%ADt%C3%B3%20okirat%20250721.PDF,2026-01-06,15329138-2-43,https://ceginfo.hu//ceg-adatlap/ludwig-muzeum-kortars-muveszeti-muzeum-0198000286.html,2026-01-06,15329138 9121 312 01,2026-01-06,91.21,"Múzeumi, gyűjteményi tevékenység",91.2,"Múzeumi, gyűjteményi, történelmi helyszíni, műemléki tevékenységek",91,"Könyvtári, levéltári, múzeumi, egyéb kulturális tevékenység",S,"MŰVÉSZET, SPORT, SZABADIDŐ",312,Központi költségvetési szerv,31,Központi költségvetési irányító és költségvetési szervek,3,Költségvetési szervek és költségvetési rend szerint gazdálkodó szervek,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.005909943714821763,0.0001747211741263189,33.825,34,1.4480313780422278,0.04280950119858766,31,36,5
586,290778,doktori.hu,Országos Doktori Tanács,https://doktori.hu/szervezet/alapadatok/,2026-01-06,18999479-1-09,https://doktori.hu/szervezet/alapadatok/,2026-01-06,18999479 9412 549 09,2026-01-06,94.12,Szakmai érdekképviselet,94.1,"Vállalkozói, munkaadói, szakmai érdekképviselet",94,Érdekképviselet,T,EGYÉB SZOLGÁLTATÁS,549,Egyéb köztestület,54,Köztestület,5,Jogi személyiségű nonprofit szervezet,09,Hajdú-Bihar,60,Észak-Alföld,3,Alföld és Észak,,,,0,0,13,13,0,0,13,13,0
589,292383,kepmas.hu,KÉPMÁS Online,https://kepmas.hu/hu/impresszum,2026-01-06,26568179-2-41,https://ceginfo.hu//ceg-adatlap/kepmas-online-kft-0109332541.html,2026-01-06,26568179 5813 113 01,2026-01-06,58.13,"Folyóirat, időszaki kiadvány kiadása",58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.04671669793621013,0.0011963302928606884,39.05,39,1.3194793067818988,0.03378948288814082,37,43,6
592,293011,retroradio.hu,RadioFactory,https://retroradio.hu/impresszum/,2026-01-06,26207788-2-41,https://ceginfo.hu//ceg-adatlap/radiofactory-kft-0109307847.html,2026-01-06,26207788 5920 113 01,2026-01-06,59.20,"Hangfelvétel-készítés, -kiadás",59.2,"Hangfelvétel-készítés, -kiadás",59,"Film, videó, televízióműsor, hangfelvétel készítése és kiadása",J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.016885553470919325,-0.00047970322360575105,35.2,36,2.8120619316957267,0.07988812305953769,28,39,11
594,293222,vargyasnekonyveles.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,0,0,4,4,0
596,294134,nemzetiarchivum.hu,Médiaszolgáltatás-támogató és Vagyonkezelő Alap,https://nemzetiarchivum.hu/impressum,2026-01-06,18091715-4-44,https://mtva.hu/jogi-es-adatvedelmi-nyilatkozat/,2026-01-04,18091715 9499 919 01,2026-01-04,94.99,"M.n.s. egyéb közösségi, társadalmi tevékenység",94.9,"Egyéb közösségi, társadalmi tevékenység",94,Érdekképviselet,T,EGYÉB SZOLGÁLTATÁS,919,Egyéb alap,91,Alap,9,Technikai kód,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.043339587242026266,-0.018442377549798356,2.35,2,0.7696152885095846,0.32749586745088705,2,4,2
597,294326,pcforum.hu,Bérczi Gábor Balázs,https://pcforum.hu/sugo/?help=impressum,2026-01-06,59409391-2-22,https://ceginfo.hu//ceg-adatlap/berczi-gabor-balazs-0297111464.html,2026-01-06,59409391 5812 231 02,2026-01-06,58.12,Napilapkiadás,58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",231,Egyéni vállalkozó,23,Önálló vállalkozó,2,Jogi személyiség nélküli vállalkozás,02,Baranya,40,Dél-Dunántúl,2,Dunántúl,,,,-0.16360225140712945,-0.00531176140932239,30.8,31,4.836824556966254,0.15703975834306017,22,39,17
599,295643,combat-zone.hu,Gun Brokers Hungary,https://www.combat-zone.hu/rolunk_4,2026-01-06,14987043-2-11,https://ceginfo.hu//ceg-adatlap/gun-brokers-hungary-kft-1109016183.html,2026-01-06,14987043 4778 113 11,2026-01-06,47.78,Egyéb új áru kiskereskedelme,47.7,"Egyéb áruk kiskereskedelme (kivéve: gépjármű, motorkerékpár)",47,Kiskereskedelem,G,KERESKEDELEM,113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,11,Komárom-Esztergom,20,Közép-Dunántúl,2,Dunántúl,,,,-1.0372420262664166,-0.023400835335959755,44.325,35,16.962080635558234,0.382675254045307,29,98,69
600,295712,sorozatjunkie.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2618198874296435,-0.0015308866389687826,171.025,166,19.763327213910685,0.11555811848507928,138,233,95
601,296127,hungaroring.hu,Hungaroring Sport,https://hungaroring.hu/site/hu/rolunk/kozerdeku-adatok,2026-01-06,10603226-2-44,https://ceginfo.hu//ceg-adatlap/hungaroring-sport-zrt-1310040464.html,2026-01-06,10603226 9319 114 13,2026-01-06,93.19,M.n.s. sporttevékenység,93.1,Sporttevékenység,93,"Sport-, szórakoztató, szabadidős tevékenység",S,"MŰVÉSZET, SPORT, SZABADIDŐ",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,13,Pest,12,Pest,1,Közép-Magyarország,,,,0.1380863039399625,0.004688838843462221,29.45,27,3.775426618787094,0.12819784783657365,26,35,9
602,296281,nhmus.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004033771106941838,-0.00008236388171407805,48.975,49,1.1872722453655624,0.024242414402563806,46,51,5
604,297153,tudatosvasarlo.hu,Tudatos Vásárlók Közhasznú Egyesülete,https://tudatosvasarlo.hu/,2026-01-06,18245770-1-43,https://ceginfo.hu//ceg-adatlap/tudatos-vasarlok-koezhasznu-egyesuelete-0199013460.html,2026-01-06,18245770 9499 529 01,2026-01-06,94.99,"M.n.s. egyéb közösségi, társadalmi tevékenység",94.9,"Egyéb közösségi, társadalmi tevékenység",94,Érdekképviselet,T,EGYÉB SZOLGÁLTATÁS,529,Egyéb egyesület,52,Az egyesület egyéb formái,5,Jogi személyiségű nonprofit szervezet,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.0575046904315197,0.0008722744092759571,65.925,66,2.8499887539139337,0.043230773665740366,58,70,12
605,297746,szechenyifurdo.hu,Budapest Gyógyfürdői és Hévizei,https://www.szechenyifurdo.hu/,2026-01-06,12165814-2-44,https://ceginfo.hu//ceg-adatlap/budapest-gyogyfuerdoi-es-hevizei-zrt-0110043152.html,2026-01-04,12165814 9623 114 01,2026-01-04,96.23,"Fürdő-, szauna-, gőzfürdő-szolgáltatás",96.2,"Fodrászat, szépségápolás, fürdőszolgáltatás",96,Személyi szolgáltatás,T,EGYÉB SZOLGÁLTATÁS,114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.3191369606003752,0.013409115991612427,23.8,21,4.327609632141642,0.18183233748494293,19,29,10
608,299273,magyarmezogazdasag.hu,Magyar Mezőgazdaság,https://magyarmezogazdasag.hu/impresszum/,2026-01-06,10687583-2-42,https://ceginfo.hu//ceg-adatlap/magyar-mezogazdasag-kiadoi-sajto-reklam-propaganda-kft-0109163183.html,2026-01-06,10687583 5813 113 01,2026-01-06,58.13,"Folyóirat, időszaki kiadvány kiadása",58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.12560975609756098,0.001826386857107364,68.775,69,5.3660256027371664,0.07802290952725796,57,78,21
609,299305,daniella.hu,Daniella Kereskedelmi,https://daniella.hu/,2026-01-06,10683424-2-09,https://ceginfo.hu//ceg-adatlap/daniella-kereskedelmi-kft-0909001346.html,2026-01-06,10683424 4664 113 09,2026-01-06,46.64,"Egyéb gép, berendezés nagykereskedelme",46.6,"Egyéb gép, berendezés, tartozék nagykereskedelme",46,Nagykereskedelem,G,KERESKEDELEM,113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,09,Hajdú-Bihar,60,Észak-Alföld,3,Alföld és Észak,,,,-1.697560975609756,-0.0025113706274276933,675.95,681,25.605438124321587,0.037880668872433736,636,719,83
610,300045,autoszektor.hu,Autós Nagykoalíció,https://www.autoszektor.hu/hu/impresszum,2026-01-06,18010815-2-41,https://ceginfo.hu//ceg-adatlap/autos-eletciklus-erdekkepviseleti-nagykoalicio-egyesuelet-0199026173.html,2026-01-06,18010815 9412 529 01,2026-01-06,94.12,Szakmai érdekképviselet,94.1,"Vállalkozói, munkaadói, szakmai érdekképviselet",94,Érdekképviselet,T,EGYÉB SZOLGÁLTATÁS,529,Egyéb egyesület,52,Az egyesület egyéb formái,5,Jogi személyiségű nonprofit szervezet,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.04765478424015009,-0.0008752026490385095,54.45,54.5,1.5516740339685737,0.02849722743743937,52,58,6
611,300060,0v.hu,Várhelyi Dávid Flórián,https://0v.hu,2026-01-06,57554660-1-26,https://ceginfo.hu//ceg-adatlap/varhelyi-david-florian-0697136498.html,2026-01-06,57554660 6310 231 06,2026-01-06,63.10,"Számítástechnikai infrastruktúra, adatfeldolgozás, tárhelyszolgáltatás és kapcsolódó szolgáltatások",63.1,"Számítástechnikai infrastruktúra, adatfeldolgozás, tárhelyszolgáltatás és kapcsolódó szolgáltatások",63,"Számítástechnikai infrastruktúra, adatfeldolgozás, tárhelyszolgáltatás és egyéb információs szolgáltatási tevékenységek",K,"TÁVKÖZLÉS, SZÁMÍTÓGÉPES PROGRAMOZÁS, INFORMÁCIÓTECHNOLÓGIAI SZAKTANÁCSADÁS, SZÁMÍTÁSTECHNIKAI INFRASTRUKTÚRA ÉS EGYÉB INFORMÁCIÓS SZOLGÁLTATÁSOK",231,Egyéni vállalkozó,23,Önálló vállalkozó,2,Jogi személyiség nélküli vállalkozás,06,Csongrád-Csanád,70,Dél-Alföld,3,Alföld és Észak,,,,0.010412757973733583,0.0033862627556856587,3.075,3,0.2667467828369185,0.08674692124777837,3,4,1
612,300468,dockyard.hu,Dockyard Islands,https://www.dockyard.hu/altalanos-szerzodesi-feltetelek,2026-01-06,12183951-2-41,https://ceginfo.hu//ceg-adatlap/dockyard-islands-kereskedelmi-es-szolgaltato-kft-0109563344.html,2026-01-06,12183951 4771 113 01,2026-01-06,47.71,Ruházat-kiskereskedelem,47.7,"Egyéb áruk kiskereskedelme (kivéve: gépjármű, motorkerékpár)",47,Kiskereskedelem,G,KERESKEDELEM,113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.2693245778611632,-0.004509411098554411,59.725,59,8.177478452808899,0.13691885228646125,34,75,41
613,300522,ellenszel.hu,Jabronka István,https://ellenszel.hu/rolunk/,2026-01-06,58120750-2-42,https://ceginfo.hu//ceg-adatlap/jabronka-istvan-0197488665.html,2026-01-06,58120750 5812 231 01,2026-01-06,58.12,Napilapkiadás,58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",231,Egyéni vállalkozó,23,Önálló vállalkozó,2,Jogi személyiség nélküli vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-4.93780487804878,-0.026508145902825218,186.275,235,70.1558658475577,0.3766252360625833,84,241,157
616,301067,nyugdijforum.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2094746716697936,-0.0412757973733584,5.075,7,3.1654181074341183,0.6237277058983485,0,7,7
617,301097,ovip.hu,Innovip.hu,https://www.ovip.hu/aszf/,2026-01-06,24901376-2-06,https://www.ovip.hu/aszf/,2026-01-06,24901376 6210 113 06,2026-01-06,62.10,Számítógépes programozás,62.1,Számítógépes programozás,62,Információtechnológiai szolgáltatás,K,"TÁVKÖZLÉS, SZÁMÍTÓGÉPES PROGRAMOZÁS, INFORMÁCIÓTECHNOLÓGIAI SZAKTANÁCSADÁS, SZÁMÍTÁSTECHNIKAI INFRASTRUKTÚRA ÉS EGYÉB INFORMÁCIÓS SZOLGÁLTATÁSOK",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,06,Csongrád-Csanád,70,Dél-Alföld,3,Alföld és Észak,,,,0.06829268292682927,0.0016946075167947143,40.3,41,0.9660917830792961,0.023972500820826206,39,41,2
618,301253,roadster.hu,Player Media Group,https://roadster.hu/impresszum/,2026-01-06,27715518-2-43,https://ceginfo.hu//ceg-adatlap/player-media-group-zrt-0110142994.html,2025-12-23,27715518 6391 114 01,2025-12-23,63.91,Internetes keresőportállal kapcsolatos tevékenységek,63.9,Internetes keresőportállal kapcsolatos tevékenységek és egyéb információs szolgáltatás,63,"Számítástechnikai infrastruktúra, adatfeldolgozás, tárhelyszolgáltatás és egyéb információs szolgáltatási tevékenységek",K,"TÁVKÖZLÉS, SZÁMÍTÓGÉPES PROGRAMOZÁS, INFORMÁCIÓTECHNOLÓGIAI SZAKTANÁCSADÁS, SZÁMÍTÁSTECHNIKAI INFRASTRUKTÚRA ÉS EGYÉB INFORMÁCIÓS SZOLGÁLTATÁSOK",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.25609756097560976,0.007055029227978276,36.3,38,4.831520438080514,0.13309973658624008,25,40,15
619,301414,szentgyorgyialbertorvosidij.hu,Goodwill Pharma az Egészségért Közhasznú Alapítvány,https://szentgyorgyialbertorvosidij.hu/,2026-01-06,18941926-1-06,https://szentgyorgyialbertorvosidij.hu/,2026-01-06,18941926 9499 569 06,2026-01-06,94.99,"M.n.s. egyéb közösségi, társadalmi tevékenység",94.9,"Egyéb közösségi, társadalmi tevékenység",94,Érdekképviselet,T,EGYÉB SZOLGÁLTATÁS,569,Egyéb alapítvány,56,"Alapítvány, jogi személyiségű intézménye és szervezeti egysége",5,Jogi személyiségű nonprofit szervezet,06,Csongrád-Csanád,70,Dél-Alföld,3,Alföld és Észak,,,,-1.2430581613508442,-0.0048185217999839065,257.975,261,15.614732523961846,0.06052808420956234,240,276,36
621,302162,miskolciharsona.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,0,0,0
622,302380,hobbielektronika.hu,BioDigit,https://www.hobbielektronika.hu/help/impressum.php,2026-01-06,12302275-2-42,https://ceginfo.hu//ceg-adatlap/biodigit-fejleszto-kereskedelmi-es-szolgaltato-kft-0109664283.html,2026-01-06,12302275 2790 113 01,2026-01-06,27.90,Egyéb villamos berendezés gyártása,27.9,Egyéb villamos berendezés gyártása,27,Villamos berendezés gyártása,C,FELDOLGOZÓIPAR,113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.012570356472795497,0.00042829153229292504,29.35,29,0.6621642835894566,0.022560963665739574,29,32,3
623,303153,uni-mate.hu,Magyar Agrár- és Élettudományi Egyetem,https://uni-mate.hu/adatv%C3%A9delem,2026-01-06,19294784-4-44,https://ceginfo.hu//ceg-adatlap/magyar-agrar-es-elettudomanyi-egyetem-1399014705.html,2026-01-06,19294784 8540 563 13,2026-01-06,85.40,Felsőoktatás,85.4,Felsőoktatás,85,Oktatás,Q,OKTATÁS,563,Egyéb alapítvány önálló intézménye,56,"Alapítvány, jogi személyiségű intézménye és szervezeti egysége",5,Jogi személyiségű nonprofit szervezet,13,Pest,12,Pest,1,Közép-Magyarország,,,,0.16397748592870545,0.0035647279549718574,46,44,2.172083957389474,0.04721921646498857,44,50,6
626,304186,kodolanyi.hu,Kodolányi János Egyetem,https://www.kodolanyi.hu/,2026-01-06,18483400-2-07,https://ceginfo.hu//ceg-adatlap/kodolanyi-janos-egyetem-0799000334.html,2026-01-06,18483400 8540 599 07,2026-01-06,85.40,Felsőoktatás,85.4,Felsőoktatás,85,Oktatás,Q,OKTATÁS,599,"Egyéb, jogi személyiségű nonprofit szervezet",59,"Egyéb, jogi személyiségű nonprofit szervezet",5,Jogi személyiségű nonprofit szervezet,07,Fejér,20,Közép-Dunántúl,2,Dunántúl,,,,-0.6090056285178237,-0.07708932006554724,7.9,1,17.243058804141377,2.1826656714103008,1,58,57
628,305170,holtankoljak.hu,3 P Online,https://holtankoljak.hu/holtankoljak_impresszum#tartalom,2026-01-06,23097504-2-19,https://ceginfo.hu//ceg-adatlap/3-p-online-kereskedelmi-es-szolgaltato-kft-1909520557.html,2026-01-06,23097504 6039 113 19,2026-01-06,60.39,Egyéb tartalomterjesztési tevékenység,60.3,Hírügynökségi és egyéb tartalomterjesztési tevékenység,60,"Műsor-összeállítás, műsorszolgáltatás, hírügynökségi és egyéb tartalomterjesztési tevékenység",J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,19,Veszprém,20,Közép-Dunántúl,2,Dunántúl,,,,-0.01425891181988743,-0.00037721988941508486,37.8,38,0.8828857114526091,0.023356764853243627,34,38,4
629,306091,ungarnheute.hu,Magyarország Barátai Alapítvány,https://hungarytoday.hu/wp-content/uploads/2014/12/TERMS-OF-USE.pdf,2026-01-06,18219612-1-41,https://hungarytoday.hu/wp-content/uploads/2017/05/FELHASZN%C3%81L%C3%81SI-FELT%C3%89TELEK.pdf,2025-12-23,18219612 9499 569 01,2025-12-23,94.99,"M.n.s. egyéb közösségi, társadalmi tevékenység",94.9,"Egyéb közösségi, társadalmi tevékenység",94,Érdekképviselet,T,EGYÉB SZOLGÁLTATÁS,569,Egyéb alapítvány,56,"Alapítvány, jogi személyiségű intézménye és szervezeti egysége",5,Jogi személyiségű nonprofit szervezet,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.006660412757973733,0.00015867570596724166,41.975,42,0.2761920550668524,0.006579917928930373,41,43,2
